,Name,Remote Name,Formula,Comment
622,[TX_REINTERNACAO_PREST_P1_R],[TX_REINTERNACAO_GERAL_P1_R (cópia)_637540870457200859],IF [DESV_TX_REINTERNACAO_PREST_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_REINTERNACAO_PREST_P1] ELSE NULL END ,
623,[TX_REINTERNACAO_PREST_P1_Y],[TX_REINTERNACAO_GERAL_P1_Y (cópia)_637540870457200860],IF [DESV_TX_REINTERNACAO_PREST_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TX_REINTERNACAO_PREST_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_REINTERNACAO_PREST_P1] ELSE NULL END ,
624,[TX_REINTERNACAO_PREST_P2],[TX_REINTERNACAO_GERAL_P2 (cópia)_637540870457200861],SUM([TT_REINTERNACAO_PREST_P2]) / SUM([TT_INTERNACAO_P2]) ,
625,[TX_REINTERNACAO_PREST_P1_GERAL],[TX_REINTERNACAO_PREST_P1_PRESTADOR (copy)_847802685650497554],( { FIXED  :  SUM([TT_REINTERNACAO_PREST_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
626,[IDADE_P1],[Total Internacao Geral da base_P1 (cópia)_648799848219643919],IF      [FILTRO_P1]  THEN     [QTD_TOTAL_IDADE_BENEFICIARIO] ELSE      NULL END ,
627,[IDADE_P2],[Total Internacao Geral da base_P2 (cópia)_648799848219643921],IF      [FILTRO_P2]  THEN     [QTD_TOTAL_IDADE_BENEFICIARIO] ELSE      NULL END ,
628,[TT_INTERNACAO_P2],[Total internacao P1 (cópia)_648799848215965703 1],IF      [FILTRO_P2]  THEN     [QTD_NAO_DISTINTA_INTERNACAO] ELSE      NULL END ,
629,[QTD_BENEFICIARIO_P1],[Total internacao P1 (cópia)_648799848217169929],IF      [FILTRO_P1]  THEN     [QTD_DISTINTO_BENEFICIARIO] ELSE      NULL END ,
630,[QTD_BENEFICIARIO_P2],[Total internacao P2 (cópia)_648799848217169931],IF      [FILTRO_P2]  THEN     [QTD_DISTINTO_BENEFICIARIO] ELSE      NULL END ,
631,[VAL_CUSTO_REDE_HOSPITALAR_P2],[VAL_CUSTO_REDE_HOSPITALAR_P1 (copy)_197876938328756274],IF [FILTRO_P2] THEN     [VAL_SINISTRO_HOSPITALAR_REDE]  ELSE      NULL END ,
632,[VAL_PAGO_REDE_HONORARIO_MEDICO_P2],[VAL_PAGO_REDE_HONORARIO_MEDICO_P1 (copy)_197876937987248157],IF [FILTRO_P2] THEN     [VAL_SINISTRO_HONORARIO_MEDICO_REDE]  ELSE      NULL END ,
633,[VAL_CUSTO_REDE_HOSPITALAR_P1],[VAL_PAGO_REDE_HONORARIO_MEDICO_P1 (copy)_197876938251411503],IF [FILTRO_P1] THEN     [VAL_SINISTRO_HOSPITALAR_REDE]  ELSE      NULL END ,
634,[VAL_PAGO_REEMBOLSO_HONORARIO_MEDICO_P1],[VAL_PAGO_REDE_HONORARIO_MEDICO_P1 (copy)_943504152670883851],IF [FILTRO_P1] THEN     [VAL_SINISTRO_HONORARIO_MEDICO_REEMBOLSO]  ELSE      NULL END ,
635,[VAL_PAGO_REEMBOLSO_HONORARIO_MEDICO_P2],[VAL_PAGO_REDE_HONORARIO_MEDICO_P2 (copy)_943504152670883852],IF [FILTRO_P2] THEN     [VAL_SINISTRO_HONORARIO_MEDICO_REEMBOLSO] ELSE      NULL END ,
636,[VAL_PAGO_REDE_MATERIAIS_P2],[VAL_PAGO_REDE_MATERIAIS_P1 (copy)_943504153310486556],IF [FILTRO_P2] THEN     [VAL_SINISTRO_MATERIAL_REDE] ELSE      NULL END ,
637,[VAL_PAGO_REDE_MEDICAMENTOS_P1],[VAL_PAGO_REDE_MATERIAIS_P1 (copy)_943504153328619561],IF [FILTRO_P1] THEN     [VAL_SINISTRO_MEDICAMENTO_REDE] ELSE      NULL END ,
638,[VAL_PAGO_REDE_MEDICAMENTOS_P2],[VAL_PAGO_REDE_MATERIAIS_P2 (copy)_943504153328619560],IF [FILTRO_P2] THEN     [VAL_SINISTRO_MEDICAMENTO_REDE] ELSE      NULL END ,
639,[VAL_PAGO_REDE_MATERIAIS_P1],[VAL_PAGO_REEMBOLSO_HONORARIO_MEDICO_P1 (copy)_943504153310138393],IF [FILTRO_P1] THEN     [VAL_SINISTRO_MATERIAL_REDE] ELSE      NULL END ,
642,[VAR_IDADE_MEDIA_SETA_Y],[VAR_CRESCIMENTO_REPRESENTATIVIDADE_SETA_Y (copy)_631911356189233163],IF [VAR_IDADE_MEDIA] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_IDADE_MEDIA] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
643,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE (copy)_197876938251411505],(([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_P1]) - ([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_P2])) / ([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_P2]) ,
644,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM (copy)_943504152670883853],(([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_P1]) - ([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_P2])) / ([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_P2]) ,
645,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_SETA_G],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SETA_G (copy)_161285193804681236],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
646,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_SETA_R],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SETA_R (copy)_161285193804681237],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
647,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_SETA_Y],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SETA_Y (copy)_161285193804681238],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
648,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SETA_G],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_SETA_G (copy)_161285193803452433],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
649,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SETA_R],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_SETA_R (copy)_161285193803452434],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
650,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SETA_Y],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_SETA_Y (copy)_161285193803452435],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
651,[VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM (copy)_943504153310138395],(([CUSTO_MEDIO_MATERIAIS_INTERNACOES_P1]) - ([CUSTO_MEDIO_MATERIAIS_INTERNACOES_P2])) / ([CUSTO_MEDIO_MATERIAIS_INTERNACOES_P2]) ,
652,[VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SETA_G],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_SETA_G (copy)_161285193805860887],IF [VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
653,[VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SETA_R],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_SETA_R (copy)_161285193805860888],IF [VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
654,[VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SETA_Y],[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_SETA_Y (copy)_161285193805860889],IF [VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
655,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM],[VAR_CUSTO_MEDIO_INTERNACOES (copy)_197876937981493274],(([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_P1]) - ([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_P2])) / ([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_P2]) ,
656,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_SETA_G],[VAR_CUSTO_MEDIO_INTERNACOES_SETA_G (copy)_161285193799663630],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
657,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_SETA_R],[VAR_CUSTO_MEDIO_INTERNACOES_SETA_R (copy)_161285193799663631],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
658,[VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_SETA_Y],[VAR_CUSTO_MEDIO_INTERNACOES_SETA_Y (copy)_161285193799663632],IF [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
659,[VAR_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES],[VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES (copy)_943504153328619562],(([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P1]) - ([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P2])) / ([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P2]) ,
660,[VAR_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_SETA_G],[VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SETA_G (copy)_161285193807175706],IF [VAR_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
661,[VAR_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_SETA_R],[VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SETA_R (copy)_161285193807175707],IF [VAR_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
662,[VAR_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_SETA_Y],[VAR_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SETA_Y (copy)_161285193807175708],IF [VAR_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
663,[VAR_REPRES_TOTAL_INTERNACAO],[VAR_IDADE_MEDIA (cópia)_637540870262997038],( [REPRES_TOTAL_INTERNACAO_P1] - [REPRES_TOTAL_INTERNACAO_P2] ) / [REPRES_TOTAL_INTERNACAO_P2] ,
664,[VAR_REPRES_TOTAL_INTERNACAO_SETA_G],[VAR_IDADE_MEDIA_SETA_G (cópia)_637540870262997039],IF [VAR_REPRES_TOTAL_INTERNACAO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
665,[VAR_REPRES_TOTAL_INTERNACAO_SETA_R],[VAR_IDADE_MEDIA_SETA_R (cópia)_637540870262997040],IF [VAR_REPRES_TOTAL_INTERNACAO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
666,[VAR_REPRES_TOTAL_INTERNACAO_SETA_Y],[VAR_IDADE_MEDIA_SETA_Y (cópia)_637540870262997041],IF [VAR_REPRES_TOTAL_INTERNACAO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]  AND [VAR_REPRES_TOTAL_INTERNACAO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
667,[VAR_TT_INTERNACAO_SETA_G],[VAR_REPRES_TOTAL_INTERNACAO_SETA_G (cópia)_637540870405525560],IF [VAR_TT_INTERNACAO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
668,[VAR_TT_INTERNACAO_SETA_R],[VAR_REPRES_TOTAL_INTERNACAO_SETA_R (cópia)_637540870405525561],IF [VAR_TT_INTERNACAO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
669,[VAR_TT_INTERNACAO_SETA_Y],[VAR_REPRES_TOTAL_INTERNACAO_SETA_Y (cópia)_637540870405525562],IF [VAR_TT_INTERNACAO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_TT_INTERNACAO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
670,[VAR_SINISTRO_SETA_G],[VAR_SINISTRO (copy)_161285193447387141],IF [VAR_SINISTRO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
671,[VAR_TAXA_SINISTRO_REEMBOLSO],[VAR_SINISTRO (copy)_597008454596628530],(([TAXA_SINISTRO_REEMBOLSO_P1]) - ([TAXA_SINISTRO_REEMBOLSO_P2])) / ([TAXA_SINISTRO_REEMBOLSO_P2]) ,
672,[VAR_SINISTRO_SETA_Y],[VAR_SINISTRO_SETA_G (copy)_161285193447505926],IF [VAR_SINISTRO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_SINISTRO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
673,[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_G],[VAR_SINISTRO_SETA_G (copy)_161285193455300616],IF [VAR_TAXA_SINISTRO_REEMBOLSO]  < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
674,[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_R],[VAR_SINISTRO_SETA_R (copy)_161285193455300618],IF [VAR_TAXA_SINISTRO_REEMBOLSO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
675,[VAR_SINISTRO_SETA_R],[VAR_SINISTRO_SETA_Y (copy)_161285193448452103],IF [VAR_SINISTRO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
676,[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_Y],[VAR_SINISTRO_SETA_Y (copy)_161285193455300617],IF [VAR_TAXA_SINISTRO_REEMBOLSO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_TAXA_SINISTRO_REEMBOLSO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
677,[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO],[VAR_TAXA_INTERNACAO_UTI_ADULTO (copy)_895653424630313025],(([TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1]) - ([TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P2])) / ([TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P2]) ,
678,[VAR_TAXA_INTERNACAO_UTI_NEO],[VAR_TAXA_INTERNACAO_UTI_ADULTO (copy)_895653424714305648],(([TAXA_INTERNACAO_UTI_NEO_P1]) - ([TAXA_INTERNACAO_UTI_NEO_P2])) / ([TAXA_INTERNACAO_UTI_NEO_P2]) ,
679,[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_G],[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_G (copy)_895653424630313026],IF [VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO]  < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
680,[VAR_TAXA_INTERNACAO_UTI_NEO_SETA_G],[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_G (copy)_895653424714305649],IF [VAR_TAXA_INTERNACAO_UTI_NEO]  < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
681,[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_R],[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_R (copy)_895653424630313027],IF [VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
682,[VAR_TAXA_INTERNACAO_UTI_NEO_SETA_R],[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_R (copy)_895653424714305650],IF [VAR_TAXA_INTERNACAO_UTI_NEO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
683,[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_Y],[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_Y (copy)_895653424630313028],IF [VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
684,[VAR_TAXA_INTERNACAO_UTI_NEO_SETA_Y],[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_Y (copy)_895653424714305651],IF [VAR_TAXA_INTERNACAO_UTI_NEO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_TAXA_INTERNACAO_UTI_NEO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
685,[VAR_CUSTO_MEDIO_INTERNACOES],[VAR_TAXA_SINISTRO_REEMBOLSO (copy)_197876937882890253],(([CUSTO_MEDIO_INTERNACOES_P1]) - ([CUSTO_MEDIO_INTERNACOES_P2])) / ([CUSTO_MEDIO_INTERNACOES_P2]) ,
686,[VAR_TAXA_INTERNACAO_UTI_ADULTO],[VAR_TAXA_SINISTRO_REEMBOLSO (copy)_895653424608493609],(([TAXA_INTERNACAO_UTI_ADULTO_P1]) - ([TAXA_INTERNACAO_UTI_ADULTO_P2])) / ([TAXA_INTERNACAO_UTI_ADULTO_P2]) ,
687,[VAR_CUSTO_MEDIO_INTERNACOES_SETA_G],[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_G (copy)_161285193744482315],IF [VAR_CUSTO_MEDIO_INTERNACOES] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
688,[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_G],[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_G (copy)_895653424608493610],IF [VAR_TAXA_INTERNACAO_UTI_ADULTO]  < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
689,[VAR_CUSTO_MEDIO_INTERNACOES_SETA_R],[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_R (copy)_161285193744482316],IF [VAR_CUSTO_MEDIO_INTERNACOES] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
690,[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_R],[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_R (copy)_895653424608493611],IF [VAR_TAXA_INTERNACAO_UTI_ADULTO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
691,[VAR_CUSTO_MEDIO_INTERNACOES_SETA_Y],[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_Y (copy)_161285193744482317],IF [VAR_CUSTO_MEDIO_INTERNACOES] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_CUSTO_MEDIO_INTERNACOES] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
692,[VAR_TAXA_INTERNACAO_UTI_ADULTO_SETA_Y],[VAR_TAXA_SINISTRO_REEMBOLSO_SETA_Y (copy)_895653424608493612],IF [VAR_TAXA_INTERNACAO_UTI_ADULTO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_TAXA_INTERNACAO_UTI_ADULTO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
693,[VAR_TX_PARTO_NORMAL],[VAR_TEMPO_MEDIO_INTERNACAO (cópia)_637540870417981536],([TX_PARTO_NORMAL_P1] - [TX_PARTO_NORMAL_P2]) / [TX_PARTO_NORMAL_P2] ,
694,[VAR_TX_PARTO_NORMAL_SETA_G],[VAR_TEMPO_MEDIO_INTERNACAO_SETA_G (cópia)_637540870417981537],IF [VAR_TX_PARTO_NORMAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
695,[VAR_TX_PARTO_NORMAL_SETA_R],[VAR_TEMPO_MEDIO_INTERNACAO_SETA_R (cópia)_637540870417981538],IF [VAR_TX_PARTO_NORMAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
696,[VAR_TX_PARTO_NORMAL_SETA_Y],[VAR_TEMPO_MEDIO_INTERNACAO_SETA_Y (cópia)_637540870417981539],IF [VAR_TX_PARTO_NORMAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR]  AND [VAR_TX_PARTO_NORMAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
697,[VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO (copy)_895653424700182615],(([TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1]) - ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P2])) / ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P2]) ,
698,[VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO (copy)_895653424723890310],(([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1]) - ([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P2])) / ([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P2]) ,
699,[VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_SETA_G],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_G (copy)_895653424700182616],IF [VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO]  < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
700,[VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO_SETA_G],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_G (copy)_895653424723890311],IF [VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO]  < [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] THEN '▼' END ,
701,[VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_SETA_R],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_R (copy)_895653424700182617],IF [VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
702,[VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO_SETA_R],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_R (copy)_895653424723890312],IF [VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '▲' END ,
703,[VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_SETA_Y],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_Y (copy)_895653424700182618],IF [VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
704,[VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO_SETA_Y],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SETA_Y (copy)_895653424723890313],IF [VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_VAR] AND  [VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_VAR] THEN '■' END ,
705,[VAR_TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO],[VAR_TEMPO_MEDIO_INTERNACAO_UTI_NEO (copy)_895653424914210972],(([TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1]) - ([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P2])) / ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P2]) ,
